College_Name,Course,City,State,University,Average_Fees,Rating,NIRF_Rank,Institute_Type,NBA_Accreditation,NAAC_Accreditation,Website
MS Engineering College,INFORMATION TECHNOLOGY,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",168692.50000000003,0,,Private,Yes,Yes,www.saec.ac.in
KLN College of Engineering,INFORMATION TECHNOLOGY,Kusavapatti,Tamil Nadu,"Anna University, Chennai",234444.44444444444,0,,Private,Yes,Yes,www.klnce.edu
Velalar College of Engineering and Technology,INFORMATION TECHNOLOGY,Erode,Tamil Nadu,"Anna University, Chennai",138461.53846153847,3.11,,"Private -
 Autonomous",Yes,Yes,"www.velalarengg
 .ac.i"
St. Joseph's Institute of Technology,INFORMATION TECHNOLOGY,Chennai,Tamil Nadu,"Anna University, Chennai",160000.0,0,,Private,Yes,Yes,www.stjosephste chnol
Sona College of Technology,INFORMATION TECHNOLOGY,Salem,Tamil Nadu,"Anna University, Chennai",203000.00000000003,3.16,151.0,Private - Autonomous,Yes,Yes,"www.sonatech.ac
 .in"
Dr. Mahalingam College of Engineering and Technology,INFORMATION TECHNOLOGY,Coimbatore,Tamil Nadu,"Anna University, Chennai",204090.9090909091,3.53,,Private - Autonomous,Yes,Yes,www.mcet.in
Kongu Engineering College,INFORMATION TECHNOLOGY,Perundurai,Tamil Nadu,"Anna University, Chennai",326307.6923076923,3.13,101.0,Private - Autonomous,Yes,Yes,www.kongu.ac.in
Geeta Engineering College,INFORMATION TECHNOLOGY,Naraina,Haryana,"Kurukshetra University, Kurukshetra",160927.27272727274,0,,Private,Yes,Yes,-
Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,INFORMATION TECHNOLOGY,Chennai,Tamil Nadu,"Anna University, Chennai",217142.8571428572,3.49,,Private,Yes,Yes,"www.veltechmult
 itech"
Sri Sivasubramaniya Nadar College of Engineering,INFORMATION TECHNOLOGY,Kelambakkam,Tamil Nadu,"Anna University, Chennai",198333.3333333333,3.55,46.0,Private,Yes,Yes,www.ssn.edu.in
Sri Sai Ram Engineering College,INFORMATION TECHNOLOGY,Chennai,Tamil Nadu,"Anna University, Chennai",147777.77777777778,3.37,,Private,Yes,Yes,www.sairam.edu. in
Easwari Engineering College,INFORMATION TECHNOLOGY,Chennai,Tamil Nadu,"Anna University, Chennai",174428.57142857142,3.1,151.0,Private,Yes,Yes,"www.srmeaswari
 .ac.in"
SRM Valliammai Engineering College,INFORMATION TECHNOLOGY,Kancheepuram,Tamil Nadu,"Anna University, Chennai",239625.0,0,,Private,Yes,Yes,www.valliammai. co.in
Thiagarajar College of Engineering,INFORMATION TECHNOLOGY,Madurai,Tamil Nadu,"Anna University, Chennai",130524.73684210528,3.47,101.0,"Government
 Autonomous",Yes,Yes,www.tce.edu
Sri Venkateswara College of Engineering,INFORMATION TECHNOLOGY,Tirupati,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",202866.66666666663,0,151.0,Private - Autonomous,Yes,Yes,www.svce.ac.in
Sri Ramakrishna Engineering College,INFORMATION TECHNOLOGY,Coimbatore,Tamil Nadu,"Anna University, Chennai",164000.0,3.33,151.0,Private - Autonomous,Yes,Yes,www.srec.ac.in
Panimalar Institute of Technology,INFORMATION TECHNOLOGY,Pidarithangal,Tamil Nadu,"Anna University, Chennai",160000.0,0,,Private,Yes,Yes,www.pit.ac.in
Panimalar Engineering College,INFORMATION TECHNOLOGY,Chennai,Tamil Nadu,"Anna University, Chennai",198750.00000000003,0,,Private,Yes,Yes,www.panimalar.a c.in
Sri Krishna College of Engineering and Technology,INFORMATION TECHNOLOGY,Coimbatore,Tamil Nadu,"Anna University, Chennai",157647.0588235294,3.42,83.0,"Private -
 Autonomous",Yes,Yes,www.skcet.ac.in
St. Joseph's College of Engineering,INFORMATION TECHNOLOGY,Chennai,Tamil Nadu,"Anna University, Chennai",163500.0,0,,Private,Yes,Yes,"www.stjosephs.a
 c.in"
Karpagam College of Engineering,INFORMATION TECHNOLOGY,Coimbatore,Tamil Nadu,"Anna University, Chennai",154727.27272727274,3.32,,"Private -
 Autonomous",Yes,Yes,www.kce.ac.in
PSNA College of Engineering and Technology,INFORMATION TECHNOLOGY,Dindigul,Tamil Nadu,"Anna University, Chennai",268333.3333333333,3.17,,Private,Yes,Yes,www.psnacet.ed u.in
Bannari Amman Institute of Technology,INFORMATION TECHNOLOGY,Erode,Tamil Nadu,"Anna University, Chennai",295000.0,3.57,,Private - Autonomous,Yes,Yes,www.bitsathy.ac.i n
St. Joseph's College of Engineering,INSTRUMENTATION AND CONTROL ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",163500.0,0,,Private,Yes,Yes,"www.stjosephs.a
 c.in"
Sri Sai Ram Engineering College,INSTRUMENTATION AND CONTROL ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",147777.77777777778,3.37,,Private,Yes,Yes,www.sairam.edu. in
Sri Venkateswara College of Engineering,MARINE ENGINEERING,Tirupati,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",202866.66666666663,0,151.0,Private - Autonomous,Yes,Yes,www.svce.ac.in
National Engineering College,MECHANICAL ENGINEERING,Thoothukudi,Tamil Nadu,"Anna University, Chennai",214285.7142857143,2.83,151.0,Private - Autonomous,Yes,Yes,www.nec.edu.in
EGS Pillay Engineering College,MECHANICAL ENGINEERING,Nagapattinam,Tamil Nadu,"Anna University, Chennai",167500.0,3.02,,Private - Autonomous,Yes,Yes,www.egspec.org
Panimalar Institute of Technology,MECHANICAL ENGINEERING,Pidarithangal,Tamil Nadu,"Anna University, Chennai",160000.0,0,,Private,Yes,Yes,www.pit.ac.in
KLN College of Engineering,MECHANICAL ENGINEERING,Kusavapatti,Tamil Nadu,"Anna University, Chennai",234444.44444444444,0,,Private,Yes,Yes,www.klnce.edu
Kamaraj College of Engineering and Technology,MECHANICAL ENGINEERING,Vellakulam,Tamil Nadu,"Anna University, Chennai",177500.0,3.03,,Private,Yes,Yes,"www.kamarajeng
 g.edu."
Velalar College of Engineering and Technology,MECHANICAL ENGINEERING,Erode,Tamil Nadu,"Anna University, Chennai",138461.53846153847,3.11,,"Private -
 Autonomous",Yes,Yes,"www.velalarengg
 .ac.i"
Francis Xavier Engineering College,MECHANICAL ENGINEERING,Tirunelveli,Tamil Nadu,"Anna University, Chennai",181875.0,0,,Private,Yes,Yes,www.francisxavie r.ac
Dr. Mahalingam College of Engineering and Technology,MECHANICAL ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",204090.9090909091,3.53,,Private - Autonomous,Yes,Yes,www.mcet.in
KBR Engineering College,MECHANICAL ENGINEERING,Bibinagar,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",47250.0,0,151.0,Private,Yes,Yes,www.rmkec.ac.in
Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College,MECHANICAL ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",217142.8571428572,3.49,,Private,Yes,Yes,"www.veltechmult
 itech"
Thiagarajar College of Engineering,MECHANICAL ENGINEERING,Madurai,Tamil Nadu,"Anna University, Chennai",130524.73684210528,3.47,101.0,"Government
 Autonomous",Yes,Yes,www.tce.edu
Coimbatore Institute of Technology,MECHANICAL ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",231028.46153846156,3.09,101.0,"Government
 Autonomous",Yes,Yes,www.cit.edu.in
Sri Venkateswara College of Engineering,MECHANICAL ENGINEERING,Tirupati,Andhra Pradesh,"Jawaharlal Nehru Technological University, Anantapur",202866.66666666663,0,151.0,Private - Autonomous,Yes,Yes,www.svce.ac.in
Kumaraguru College of Technology,MECHANICAL ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",203437.50000000003,3.21,151.0,"Private -
 Autonomous",Yes,Yes,www.kct.ac.in
Sri Krishna College of Engineering and Technology,MECHANICAL ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",157647.0588235294,3.42,83.0,"Private -
 Autonomous",Yes,Yes,www.skcet.ac.in
St. Joseph's Institute of Technology,MECHANICAL ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",160000.0,0,,Private,Yes,Yes,www.stjosephste chnol
Mepco Schlenk Engineering College,MECHANICAL ENGINEERING,Melamattur,Tamil Nadu,"Anna University, Chennai",155000.0,3.14,101.0,Private - Autonomous,Yes,Yes,www.mepcoeng. ac.in
Sona College of Technology,MECHANICAL ENGINEERING,Salem,Tamil Nadu,"Anna University, Chennai",203000.00000000003,3.16,151.0,Private - Autonomous,Yes,Yes,"www.sonatech.ac
 .in"
St. Joseph's College of Engineering,MECHANICAL ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",163500.0,0,,Private,Yes,Yes,"www.stjosephs.a
 c.in"
Sri Sivasubramaniya Nadar College of Engineering,MECHANICAL ENGINEERING,Kelambakkam,Tamil Nadu,"Anna University, Chennai",198333.3333333333,3.55,46.0,Private,Yes,Yes,www.ssn.edu.in
Karpagam College of Engineering,MECHANICAL ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",154727.27272727274,3.32,,"Private -
 Autonomous",Yes,Yes,www.kce.ac.in
Kalaignar Karunanidhi Institute of Technology,MECHANICAL ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",133571.42857142858,0,,Private,Yes,Yes,www.kitcbe.com
Easwari Engineering College,MECHANICAL ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",174428.57142857142,3.1,151.0,Private,Yes,Yes,"www.srmeaswari
 .ac.in"
SRM Valliammai Engineering College,MECHANICAL ENGINEERING,Kancheepuram,Tamil Nadu,"Anna University, Chennai",239625.0,0,,Private,Yes,Yes,www.valliammai. co.in
Rajalakshmi Institute of Technology,MECHANICAL ENGINEERING,Thirumazhisai,Tamil Nadu,"Anna University, Chennai",160000.0,0,151.0,Private,Yes,Yes,www.ritchennai.o rg
KPR Institute of Engineering and Technology,MECHANICAL ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",160000.0,3.08,101.0,Private,Yes,Yes,www.kpriet.ac.in
MS Engineering College,MECHANICAL ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",168692.50000000003,0,,Private,Yes,Yes,www.saec.ac.in
Sri Ramakrishna Engineering College,MECHANICAL ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",164000.0,3.33,151.0,Private - Autonomous,Yes,Yes,www.srec.ac.in
Kongu Engineering College,MECHANICAL ENGINEERING,Perundurai,Tamil Nadu,"Anna University, Chennai",326307.6923076923,3.13,101.0,Private - Autonomous,Yes,Yes,www.kongu.ac.in
Geeta Engineering College,MECHANICAL ENGINEERING,Naraina,Haryana,"Kurukshetra University, Kurukshetra",160927.27272727274,0,,Private,Yes,Yes,-
Sri Sai Ram Engineering College,MECHANICAL ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",147777.77777777778,3.37,,Private,Yes,Yes,www.sairam.edu. in
Bannari Amman Institute of Technology,MECHANICAL ENGINEERING,Erode,Tamil Nadu,"Anna University, Chennai",295000.0,3.57,,Private - Autonomous,Yes,Yes,www.bitsathy.ac.i n
PSNA College of Engineering and Technology,MECHANICAL ENGINEERING,Dindigul,Tamil Nadu,"Anna University, Chennai",268333.3333333333,3.17,,Private,Yes,Yes,www.psnacet.ed u.in
Panimalar Engineering College,MECHANICAL ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",198750.00000000003,0,,Private,Yes,Yes,www.panimalar.a c.in
Kumaraguru College of Technology,MECHATRONICS,Coimbatore,Tamil Nadu,"Anna University, Chennai",203437.50000000003,3.21,151.0,"Private -
 Autonomous",Yes,Yes,www.kct.ac.in
Sona College of Technology,MECHATRONICS,Salem,Tamil Nadu,"Anna University, Chennai",203000.00000000003,3.16,151.0,Private - Autonomous,Yes,Yes,"www.sonatech.ac
 .in"
Thiagarajar College of Engineering,MECHATRONICS,Madurai,Tamil Nadu,"Anna University, Chennai",130524.73684210528,3.47,101.0,"Government
 Autonomous",Yes,Yes,www.tce.edu
Sri Krishna College of Engineering and Technology,MECHATRONICS,Coimbatore,Tamil Nadu,"Anna University, Chennai",157647.0588235294,3.42,83.0,"Private -
 Autonomous",Yes,Yes,www.skcet.ac.in
Kongu Engineering College,MECHATRONICS,Perundurai,Tamil Nadu,"Anna University, Chennai",326307.6923076923,3.13,101.0,Private - Autonomous,Yes,Yes,www.kongu.ac.in
Bannari Amman Institute of Technology,MECHATRONICS,Erode,Tamil Nadu,"Anna University, Chennai",295000.0,3.57,,Private - Autonomous,Yes,Yes,www.bitsathy.ac.i n
Kamaraj College of Engineering and Technology,MECHATRONICS ENGINEERING,Vellakulam,Tamil Nadu,"Anna University, Chennai",177500.0,3.03,,Private,Yes,Yes,"www.kamarajeng
 g.edu."
Dr. Mahalingam College of Engineering and Technology,MECHATRONICS ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",204090.9090909091,3.53,,Private - Autonomous,Yes,Yes,www.mcet.in
Velalar College of Engineering and Technology,MEDICAL ELECTRONICS,Erode,Tamil Nadu,"Anna University, Chennai",138461.53846153847,3.11,,"Private -
 Autonomous",Yes,Yes,"www.velalarengg
 .ac.i"
Geeta Engineering College,MEDICAL ELECTRONICS ENGINEERING,Naraina,Haryana,"Kurukshetra University, Kurukshetra",160927.27272727274,0,,Private,Yes,Yes,-
Kamaraj College of Engineering and Technology,POLYMER TECHNOLOGY,Vellakulam,Tamil Nadu,"Anna University, Chennai",177500.0,3.03,,Private,Yes,Yes,"www.kamarajeng
 g.edu."
Dr. Mahalingam College of Engineering and Technology,PRODUCTION ENGINEERING,Coimbatore,Tamil Nadu,"Anna University, Chennai",204090.9090909091,3.53,,Private - Autonomous,Yes,Yes,www.mcet.in
Sri Sai Ram Engineering College,PRODUCTION ENGINEERING,Chennai,Tamil Nadu,"Anna University, Chennai",147777.77777777778,3.37,,Private,Yes,Yes,www.sairam.edu. in
Kumaraguru College of Technology,TEXTILE TECHNOLOGY,Coimbatore,Tamil Nadu,"Anna University, Chennai",203437.50000000003,3.21,151.0,"Private -
 Autonomous",Yes,Yes,www.kct.ac.in
Bannari Amman Institute of Technology,TEXTILE TECHNOLOGY,Erode,Tamil Nadu,"Anna University, Chennai",295000.0,3.57,,Private - Autonomous,Yes,Yes,www.bitsathy.ac.i n
Institute of Aeronautical Engineering,AERONAUTICAL ENGINEERING,Domara Pocham Pally,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",210928.57142857145,3.05,151.0,Private,No,Not Available,www.iare.ac.in
Kamala Institute of Technology and Science,CIVIL ENGINEERING,Singapuram,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",252333.3333333333,0,,Private,No,No,www.kitssingapur am.a
Vasavi College of Engineering,CIVIL ENGINEERING,Hyderabad,Telangana,"Osmania University, Hyderabad",414000.0,0,,Private,No,Not Available,www.vce.ac.in
CMR College of Engineering and Technology,CIVIL ENGINEERING,Hyderabad,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",268181.8181818182,3.11,,Private - Autonomous,No,No,www.cmrcet.org
Institute of Aeronautical Engineering,CIVIL ENGINEERING,Domara Pocham Pally,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",210928.57142857145,3.05,151.0,Private,No,Not Available,www.iare.ac.in
Mahatma Gandhi Institute of Technology,CIVIL ENGINEERING,Hyderabad,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",316857.14285714284,0,,Private,No,No,www.mgit.ac.in
Lords Institute of Engineering and Technology,CIVIL ENGINEERING,Hyderabad,Telangana,"Osmania University, Hyderabad",147333.33333333334,0,,Private,No,Not Available,www.lords.ac.in
JNTUH College of Engineering,COMPUTER SCIENCE & ENGINEERING,Hyderabad,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",61641.02564102564,0,,Government,No,No,www.jntuhcej.ac.i n
International Institute of Information Technology,COMPUTER SCIENCE & ENGINEERING,Hyderabad,Telangana,Not Available,756666.6666666666,3.05,47.0,Private,No,Not Available,www.iiit.ac.in
Kamala Institute of Technology and Science,COMPUTER SCIENCE AND ENGINEERING,Singapuram,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",252333.3333333333,0,,Private,No,No,www.kitssingapur am.a
Vasavi College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Hyderabad,Telangana,"Osmania University, Hyderabad",414000.0,0,,Private,No,Not Available,www.vce.ac.in
Lords Institute of Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING,Hyderabad,Telangana,"Osmania University, Hyderabad",147333.33333333334,0,,Private,No,Not Available,www.lords.ac.in
Mahatma Gandhi Institute of Technology,COMPUTER SCIENCE AND ENGINEERING,Hyderabad,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",316857.14285714284,0,,Private,No,No,www.mgit.ac.in
CMR College of Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING,Hyderabad,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",268181.8181818182,3.11,,Private - Autonomous,No,No,www.cmrcet.org
Institute of Aeronautical Engineering,COMPUTER SCIENCE AND ENGINEERING,Domara Pocham Pally,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",210928.57142857145,3.05,151.0,Private,No,Not Available,www.iare.ac.in
MBS School of Planning and Architecture,DIGITAL TECHNIQUES FOR DESIGN & PLANNING,New Delhi,Delhi,"Guru Gobind Singh Indraprastha University, Delhi",330000.0,0,,Government,No,Not Available,www.jnafau.ac.in
JNTUH College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Hyderabad,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",61641.02564102564,0,,Government,No,No,www.jntuhcej.ac.i n
Vasavi College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Hyderabad,Telangana,"Osmania University, Hyderabad",414000.0,0,,Private,No,Not Available,www.vce.ac.in
Kamala Institute of Technology and Science,ELECTRICAL AND ELECTRONICS ENGINEERING,Singapuram,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",252333.3333333333,0,,Private,No,No,www.kitssingapur am.a
CMR College of Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Hyderabad,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",268181.8181818182,3.11,,Private - Autonomous,No,No,www.cmrcet.org
Institute of Aeronautical Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Domara Pocham Pally,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",210928.57142857145,3.05,151.0,Private,No,Not Available,www.iare.ac.in
Mahatma Gandhi Institute of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Hyderabad,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",316857.14285714284,0,,Private,No,No,www.mgit.ac.in
Lords Institute of Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Hyderabad,Telangana,"Osmania University, Hyderabad",147333.33333333334,0,,Private,No,Not Available,www.lords.ac.in
International Institute of Information Technology,ELECTRONICS & COMMUNICATION ENGG,Hyderabad,Telangana,Not Available,756666.6666666666,3.05,47.0,Private,No,Not Available,www.iiit.ac.in
Kamala Institute of Technology and Science,ELECTRONICS & COMMUNICATION ENGG,Singapuram,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",252333.3333333333,0,,Private,No,No,www.kitssingapur am.a
Vasavi College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Hyderabad,Telangana,"Osmania University, Hyderabad",414000.0,0,,Private,No,Not Available,www.vce.ac.in
Mahatma Gandhi Institute of Technology,ELECTRONICS & COMMUNICATION ENGG,Hyderabad,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",316857.14285714284,0,,Private,No,No,www.mgit.ac.in
CMR College of Engineering and Technology,ELECTRONICS & COMMUNICATION ENGG,Hyderabad,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",268181.8181818182,3.11,,Private - Autonomous,No,No,www.cmrcet.org
Institute of Aeronautical Engineering,ELECTRONICS & COMMUNICATION ENGG,Domara Pocham Pally,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",210928.57142857145,3.05,151.0,Private,No,Not Available,www.iare.ac.in
JNTUH College of Engineering,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Hyderabad,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",61641.02564102564,0,,Government,No,No,www.jntuhcej.ac.i n
Lords Institute of Engineering and Technology,ELECTRONICS AND COMMUNICATIONS ENGINEERING,Hyderabad,Telangana,"Osmania University, Hyderabad",147333.33333333334,0,,Private,No,Not Available,www.lords.ac.in
MBS School of Planning and Architecture,FACILITIES & SERVICES PLANNING,New Delhi,Delhi,"Guru Gobind Singh Indraprastha University, Delhi",330000.0,0,,Government,No,Not Available,www.jnafau.ac.in
JNTUH College of Engineering,INFORMATION TECHNOLOGY,Hyderabad,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",61641.02564102564,0,,Government,No,No,www.jntuhcej.ac.i n
Lords Institute of Engineering and Technology,INFORMATION TECHNOLOGY,Hyderabad,Telangana,"Osmania University, Hyderabad",147333.33333333334,0,,Private,No,Not Available,www.lords.ac.in
Mahatma Gandhi Institute of Technology,INFORMATION TECHNOLOGY,Hyderabad,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",316857.14285714284,0,,Private,No,No,www.mgit.ac.in
Vasavi College of Engineering,INFORMATION TECHNOLOGY,Hyderabad,Telangana,"Osmania University, Hyderabad",414000.0,0,,Private,No,Not Available,www.vce.ac.in
Institute of Aeronautical Engineering,INFORMATION TECHNOLOGY,Domara Pocham Pally,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",210928.57142857145,3.05,151.0,Private,No,Not Available,www.iare.ac.in
JNTUH College of Engineering,MECHANICAL ENGINEERING,Hyderabad,Telangana,"Jawaharlal Nehru Technological University, Hyderabad",61641.02564102564,0,,Government,No,No,www.jntuhcej.ac.i n
